trade_id,symbol,direction,entry_date,exit_date,entry_price,exit_price,stop_loss,take_profit,result_r,profit_usd,win,confluence_score,quality_factors
43,AUD_CAD,bearish,2017-01-10 22:00:00+00:00,2017-01-11 22:00:00+00:00,0.97706258,0.9869935092864293,0.9862435092864292,0.9715540224281425,-1.08,-1298.03,0,15,0
44,CAD_JPY,bullish,2017-01-11 22:00:00+00:00,2017-01-17 22:00:00+00:00,86.843958,85.90170553389709,85.86951702685066,87.4286225838896,-0.97,-1160.36,0,15,0
45,EUR_USD,bearish,2017-01-11 22:00:00+00:00,2017-01-16 22:00:00+00:00,1.05824,1.069718402897374,1.068968402897374,1.0518029582615758,-1.07,-1283.89,0,15,0
46,NZD_CHF,bullish,2017-01-11 22:00:00+00:00,2017-03-06 22:00:00+00:00,0.71806286,0.706300579591909,0.705689511226864,0.7254868692638816,-0.95,-1140.74,0,14,0
47,SPX500_USD,bullish,2017-01-12 00:00:00+00:00,2017-01-30 00:00:00+00:00,2249.7155,2290.2589884949607,2221.0394663229436,2266.9211202062334,1.41,1696.61,1,15,0
48,NZD_CAD,bearish,2017-01-12 22:00:00+00:00,2017-01-17 22:00:00+00:00,0.93302246,0.9452281225092589,0.9444781225092589,0.9261490624944446,-1.07,-1278.56,0,15,0
49,NZD_CHF,bullish,2017-01-15 22:00:00+00:00,2017-03-06 22:00:00+00:00,0.72118376,0.7066589125210583,0.705706403282088,0.7304701740307471,-0.94,-1126.15,0,15,0
50,GBP_CHF,bullish,2017-01-16 22:00:00+00:00,2017-01-23 22:00:00+00:00,1.22354242,1.2498567969066845,1.2047477138148026,1.2348192437111185,1.4,1680.11,1,15,0
51,AUD_NZD,bullish,2017-01-16 22:00:00+00:00,2017-01-24 22:00:00+00:00,1.0487,1.0407991162853323,1.0406652991970027,1.0535208204817983,-0.98,-1180.01,0,14,0
52,GBP_USD,bearish,2017-01-16 22:00:00+00:00,2017-01-22 22:00:00+00:00,1.23219676,1.2489885613043674,1.2482385613043674,1.2225716792173793,-1.05,-1256.1,0,15,0
53,BTC_USD,bullish,2017-01-17 00:00:00+00:00,2017-02-09 00:00:00+00:00,843.5417772216797,1060.9313069217383,734.1064829637436,909.2029537764414,1.99,2383.76,1,19,0
54,CAD_JPY,bullish,2017-01-17 22:00:00+00:00,2017-01-19 22:00:00+00:00,86.843958,85.77313047438258,85.84813047438259,87.44145451537045,-1.08,-1290.38,0,15,0
55,USD_CAD,bullish,2017-01-17 22:00:00+00:00,2017-01-30 22:00:00+00:00,1.32696372,1.2983006918667586,1.2990506918667586,1.3437115368799448,-1.03,-1232.24,0,15,0
56,USD_CAD,bullish,2017-01-17 22:00:00+00:00,2017-01-30 22:00:00+00:00,1.32703,1.2966926781912358,1.2974426781912358,1.3447823930852585,-1.03,-1230.42,0,15,0
57,USD_JPY,bullish,2017-01-18 22:00:00+00:00,2017-01-22 22:00:00+00:00,115.44844,112.96917022999587,113.04417022999587,116.89100186200248,-1.03,-1237.43,0,15,0
58,GBP_CAD,bearish,2017-01-18 22:00:00+00:00,2017-03-20 21:00:00+00:00,1.63890048,1.6643422989960854,1.6666440968495342,1.6222543098902795,-0.92,-1100.44,0,15,0
59,EUR_JPY,bearish,2017-01-18 22:00:00+00:00,2017-02-07 22:00:00+00:00,122.70638600000001,119.55280610767716,124.27747110575322,121.76373493654808,2.01,2408.71,1,15,0
60,EUR_JPY,bearish,2017-01-18 22:00:00+00:00,2017-02-08 22:00:00+00:00,122.55244,120.1554779500214,124.26908031248514,121.52245581250892,1.4,1675.57,1,15,0
61,EUR_CAD,bearish,2017-01-18 22:00:00+00:00,2017-02-15 22:00:00+00:00,1.4203,1.3882596177682023,1.4430710987720816,1.406637340736751,1.41,1688.48,1,15,0
62,EUR_CAD,bearish,2017-01-19 22:00:00+00:00,2017-02-15 22:00:00+00:00,1.42161898,1.3781086339400852,1.4431568612943626,1.4086962512233825,2.02,2424.21,1,15,0
63,AUD_JPY,bullish,2017-01-22 22:00:00+00:00,2017-02-12 22:00:00+00:00,85.843278,87.27922690046606,84.7940079302319,86.47284004186086,1.37,1642.23,1,15,0
64,EUR_GBP,bullish,2017-01-23 22:00:00+00:00,2017-02-12 22:00:00+00:00,0.85745328,0.8449632139399511,0.8457132139399511,0.8644973196360293,-1.06,-1276.66,0,15,0
65,GBP_CHF,bearish,2017-01-23 22:00:00+00:00,2017-02-21 22:00:00+00:00,1.2496038,1.2643307109401953,1.2653081943148263,1.2401811634111042,-0.94,-1125.31,0,15,0
66,CAD_JPY,bearish,2017-01-23 22:00:00+00:00,2017-02-28 22:00:00+00:00,86.478,84.26821937635542,88.06465321086428,85.52600807348142,1.39,1671.28,1,15,0
67,GBP_JPY,bearish,2017-01-24 22:00:00+00:00,2017-02-07 22:00:00+00:00,142.596696,138.59846246853954,145.42533039684756,140.89951536189147,1.41,1696.18,1,19,0
68,CAD_JPY,bearish,2017-01-24 22:00:00+00:00,2017-02-07 22:00:00+00:00,86.649336,84.7210991683828,88.04047268862307,85.81465398682617,1.39,1663.3,1,15,0
69,CAD_JPY,bullish,2017-01-24 22:00:00+00:00,2017-02-27 22:00:00+00:00,86.672,84.35394332907225,84.42894332907225,88.01783400255664,-1.03,-1240.12,0,15,0
70,AUD_NZD,bearish,2017-01-24 22:00:00+00:00,2017-02-08 22:00:00+00:00,1.0444912800000001,1.0562200152840613,1.0568269376225408,1.0370898854264758,-0.95,-1140.96,0,15,0
71,CHF_JPY,bearish,2017-01-29 22:00:00+00:00,2017-02-07 22:00:00+00:00,114.270494,111.98982798681531,115.9063731758227,113.28896649450638,1.39,1672.98,1,15,0
72,GBP_NZD,bearish,2017-01-29 22:00:00+00:00,2017-01-31 22:00:00+00:00,1.7297403599999999,1.7014467021471245,1.7499095668422744,1.717638835894635,1.4,1683.38,1,15,0
73,USD_CHF,bearish,2017-01-29 22:00:00+00:00,2017-01-31 22:00:00+00:00,1.0027966799999999,0.9910346847803825,1.0114855655691786,0.9975833486584926,1.35,1624.42,1,15,0
74,SPX500_USD,bullish,2017-01-30 00:00:00+00:00,2017-02-22 00:00:00+00:00,2275.151,2359.662940891496,2242.039566644079,2295.0178600135523,2.55,3062.82,1,15,0
75,SPX500_USD,bullish,2017-01-30 00:00:00+00:00,2017-03-02 00:00:00+00:00,2267.702,2385.9807341108485,2221.477248888991,2295.4368506666056,2.56,3070.53,1,15,0
76,GBP_CHF,bullish,2017-01-30 22:00:00+00:00,2017-02-22 22:00:00+00:00,1.23607072,1.2677860551029734,1.2135253484007131,1.2495979429595723,1.41,1688.08,1,15,0
77,USD_CAD,bullish,2017-01-30 22:00:00+00:00,2017-02-01 22:00:00+00:00,1.31184,1.2979136048713555,1.2986636048713556,1.3197458370771864,-1.06,-1268.3,0,15,0
78,BTC_USD,bullish,2017-01-31 00:00:00+00:00,2017-02-05 00:00:00+00:00,921.756525024414,1033.3729796909843,875.4977076781731,949.5118154321585,2.41,2895.44,1,19,0
79,XAU_USD,bearish,2017-01-31 00:00:00+00:00,2017-02-06 00:00:00+00:00,1207.731,1225.5968331194813,1225.5218331194812,1197.0565001283112,-1.0,-1205.06,0,19,0
80,CHF_JPY,bearish,2017-01-31 22:00:00+00:00,2017-02-22 22:00:00+00:00,114.052,111.44939295280335,115.91144933833102,112.9363303970014,1.4,1679.6,1,15,0
81,GBP_NZD,bearish,2017-01-31 22:00:00+00:00,2017-02-05 22:00:00+00:00,1.7297403599999999,1.7014958233080442,1.749875454924969,1.7176593030450182,1.4,1683.3,1,15,0
82,EUR_NZD,bearish,2017-01-31 22:00:00+00:00,2017-02-07 22:00:00+00:00,1.48491252,1.4620115635263227,1.5013367953289427,1.4750579548026344,1.39,1673.2,1,15,0
83,GBP_NZD,bearish,2017-02-01 22:00:00+00:00,2017-02-05 22:00:00+00:00,1.7297403599999999,1.7014169121337976,1.7499302543515292,1.7176264233890823,1.4,1683.42,1,15,0
84,NZD_JPY,bullish,2017-02-01 22:00:00+00:00,2017-02-08 22:00:00+00:00,82.218,80.64707899997595,80.72207899997595,83.11555260001444,-1.05,-1260.16,0,15,0
85,EUR_AUD,bearish,2017-02-01 22:00:00+00:00,2017-02-05 22:00:00+00:00,1.41988324,1.3991983464054267,1.4347685827740093,1.4109520343355946,1.39,1667.54,1,15,0
86,AUD_NZD,bearish,2017-02-01 22:00:00+00:00,2017-02-08 22:00:00+00:00,1.04898468,1.0587227606552674,1.0590836470283902,1.0429252997829659,-0.96,-1157.12,0,15,0
87,AUD_USD,bullish,2017-02-01 22:00:00+00:00,2017-02-15 22:00:00+00:00,0.7593837,0.7720573873304748,0.7500616949093925,0.7649769030543645,1.36,1631.45,1,15,0
88,AUD_CAD,bullish,2017-02-01 22:00:00+00:00,2017-02-06 22:00:00+00:00,0.99183586,1.0041525656344743,0.9827617588649485,0.9972803206810309,1.36,1628.82,1,15,0
89,AUD_CAD,bearish,2017-02-01 22:00:00+00:00,2017-02-21 22:00:00+00:00,1.00118098,1.0147694028289207,1.0140194028289207,0.9934779263026476,-1.06,-1270.1,0,14,0
90,GBP_AUD,bullish,2017-02-01 22:00:00+00:00,2017-02-28 22:00:00+00:00,1.63369784,1.6027618252337843,1.6035118252337843,1.6518094488597292,-1.02,-1229.82,0,14,0
91,NZD_JPY,bullish,2017-02-02 22:00:00+00:00,2017-02-08 22:00:00+00:00,82.051,80.63198667284324,80.70698667284324,82.85740799629406,-1.06,-1266.96,0,15,0
92,EUR_CHF,bearish,2017-02-02 22:00:00+00:00,2017-02-08 22:00:00+00:00,1.07051786,1.0631708517250695,1.0761407824131461,1.0671441065521123,1.31,1567.94,1,15,0
93,GBP_JPY,bullish,2017-02-05 22:00:00+00:00,2017-05-11 21:00:00+00:00,139.442106,147.2996926457342,135.5819665130247,141.75818969218517,2.04,2442.68,1,19,0
94,NZD_CAD,bullish,2017-02-05 22:00:00+00:00,2017-02-09 22:00:00+00:00,0.95279138,0.9422171791848354,0.9417529521177925,0.9594144367293245,-0.96,-1149.53,0,15,0
95,USD_CAD,bearish,2017-02-06 22:00:00+00:00,2017-02-16 22:00:00+00:00,1.32109436,1.2978172300565554,1.33777986690517,1.311083055856898,1.4,1674.06,1,15,0
96,EUR_USD,bearish,2017-02-06 22:00:00+00:00,2017-02-12 22:00:00+00:00,1.07490024,1.0588043796894808,1.0865987541045272,1.0678811315372838,1.38,1651.07,1,15,0
97,GBP_NZD,bearish,2017-02-07 22:00:00+00:00,2017-03-07 22:00:00+00:00,1.72681,1.7590101370401403,1.7582601370401403,1.7079399177759158,-1.02,-1228.62,0,15,0
98,NZD_CAD,bullish,2017-02-07 22:00:00+00:00,2017-02-08 22:00:00+00:00,0.95454858,0.9425541698236644,0.9433041698236644,0.9612952261058013,-1.07,-1280.04,0,15,0
99,NZD_CAD,bullish,2017-02-07 22:00:00+00:00,2017-02-08 22:00:00+00:00,0.9547,0.9424645862648312,0.9432145862648312,0.9615912482411012,-1.07,-1278.36,0,15,0
100,EUR_NZD,bearish,2017-02-07 22:00:00+00:00,2017-02-08 22:00:00+00:00,1.4732516,1.4861866712995195,1.4854366712995195,1.4659405572202884,-1.06,-1273.86,0,15,0
101,EUR_NZD,bearish,2017-02-07 22:00:00+00:00,2017-02-08 22:00:00+00:00,1.47308,1.4864011947781253,1.4856511947781252,1.4655372831331248,-1.06,-1271.59,0,15,0
102,GBP_NZD,bearish,2017-02-08 22:00:00+00:00,2017-03-07 22:00:00+00:00,1.7297403599999999,1.757196474661136,1.756446474661136,1.7137166912033182,-1.03,-1233.7,0,15,0
103,GBP_NZD,bearish,2017-02-08 22:00:00+00:00,2017-03-07 22:00:00+00:00,1.73084956,1.7558473794419058,1.7580943009459615,1.714502715432423,-0.92,-1101.03,0,15,0
104,EUR_CHF,bearish,2017-02-08 22:00:00+00:00,2017-03-02 22:00:00+00:00,1.06736,1.0714890154219494,1.071156646541516,1.0650820120750906,-1.09,-1305.05,0,15,0
105,EUR_CHF,bearish,2017-02-08 22:00:00+00:00,2017-03-06 22:00:00+00:00,1.0673318,1.0726268959019871,1.0724386493280753,1.064267690403155,-1.04,-1244.23,0,15,0
106,USD_CHF,bullish,2017-02-08 22:00:00+00:00,2017-02-12 22:00:00+00:00,0.9939659000000001,1.0058071586130715,0.9852219704075893,0.9992122577554465,1.35,1625.07,1,15,0
107,CAD_JPY,bullish,2017-02-08 22:00:00+00:00,2017-02-15 22:00:00+00:00,86.00761,87.87329929013976,84.65990910406961,86.81623053755823,1.38,1661.22,1,14,0
108,EUR_NZD,bearish,2017-02-08 22:00:00+00:00,2017-02-22 22:00:00+00:00,1.48491252,1.4621024882146247,1.5012736531842883,1.475095840089427,1.39,1672.99,1,15,0
109,BTC_USD,bullish,2017-02-09 00:00:00+00:00,2017-02-24 00:00:00+00:00,955.9622407226564,1145.7647392479641,879.339911198265,1001.9356384372912,2.48,2972.54,1,19,0
110,CHF_JPY,bullish,2017-02-09 22:00:00+00:00,2017-02-21 22:00:00+00:00,113.4,111.86462786643906,111.93962786643907,114.27622328013656,-1.05,-1261.63,0,14,0
111,USD_JPY,bearish,2017-02-09 22:00:00+00:00,2017-03-29 21:00:00+00:00,113.814682,111.03880189946136,115.79445984759629,112.62681529144224,1.4,1682.54,1,15,0
112,USD_CHF,bearish,2017-02-09 22:00:00+00:00,2017-03-06 22:00:00+00:00,1.0035389399999999,1.0170304884220458,1.0162804884220458,0.9958940109467723,-1.06,-1270.64,0,15,0
113,USD_CHF,bullish,2017-02-09 22:00:00+00:00,2017-03-26 21:00:00+00:00,1.00424534,0.9814613321795289,0.9822113321795289,1.0174657446922826,-1.03,-1240.85,0,15,0
114,EUR_USD,bearish,2017-02-09 22:00:00+00:00,2017-03-26 21:00:00+00:00,1.0609121,1.0873628745827653,1.0866128745827652,1.0454916352503407,-1.03,-1235.02,0,15,0
115,GBP_JPY,bearish,2017-02-12 22:00:00+00:00,2017-02-27 22:00:00+00:00,142.490632,138.40771026949972,145.37807764618077,140.75816461229155,1.41,1696.83,1,19,0
116,NZD_JPY,bullish,2017-02-12 22:00:00+00:00,2017-02-23 22:00:00+00:00,82.051,80.64939719895885,80.72439719895885,82.84696168062469,-1.06,-1267.84,0,15,0
117,NZD_JPY,bullish,2017-02-12 22:00:00+00:00,2017-02-23 22:00:00+00:00,82.062,80.64386882760465,80.71886882760465,82.8678787034372,-1.06,-1267.01,0,15,0
118,USD_CHF,bullish,2017-02-12 22:00:00+00:00,2017-03-26 21:00:00+00:00,1.00424534,0.9813833798809911,0.9821333798809911,1.0175125160714054,-1.03,-1240.7,0,15,0
119,NZD_USD,bullish,2017-02-12 22:00:00+00:00,2017-03-01 22:00:00+00:00,0.7171692000000001,0.7059913904211924,0.7054525600238117,0.724199183985713,-0.95,-1144.81,0,15,0
120,EUR_GBP,bullish,2017-02-13 22:00:00+00:00,2017-02-21 22:00:00+00:00,0.85274,0.8440446090505003,0.8438125944387643,0.8580964433367415,-0.97,-1168.81,0,15,0
121,CHF_JPY,bullish,2017-02-13 22:00:00+00:00,2017-02-21 22:00:00+00:00,113.542,111.90003446104426,111.97503446104426,114.48217932337344,-1.05,-1257.44,0,15,0
122,GBP_USD,bearish,2017-02-13 22:00:00+00:00,2017-04-17 21:00:00+00:00,1.2468,1.2742802818511272,1.2768340245518284,1.2287795852689027,-0.91,-1097.97,0,15,0
123,AUD_USD,bullish,2017-02-14 22:00:00+00:00,2017-03-01 22:00:00+00:00,0.76788078,0.760481975905368,0.7604102136015372,0.7723631198390778,-0.99,-1188.47,0,15,0
124,GBP_USD,bearish,2017-02-14 22:00:00+00:00,2017-04-17 21:00:00+00:00,1.24315892,1.2739440501165984,1.2769062572096612,1.2229105176742032,-0.91,-1094.67,0,15,0
125,GBP_USD,bearish,2017-02-14 22:00:00+00:00,2017-04-17 21:00:00+00:00,1.24626,1.274136711718904,1.276739451369555,1.227972329178267,-0.91,-1097.53,0,15,0
126,CAD_JPY,bearish,2017-02-15 22:00:00+00:00,2017-02-28 22:00:00+00:00,86.70812600000001,84.21298146808847,87.95880460433652,85.9577188373981,2.0,2394.04,1,14,0
127,AUD_USD,bullish,2017-02-15 22:00:00+00:00,2017-03-01 22:00:00+00:00,0.76956,0.7584181983442845,0.7591681983442845,0.7757950809934293,-1.07,-1286.61,0,15,0
128,EUR_CAD,bearish,2017-02-15 22:00:00+00:00,2017-02-28 22:00:00+00:00,1.39515,1.4095903530591367,1.4105324191675692,1.3859205484994583,-0.94,-1126.51,0,15,0
129,AUD_CHF,bullish,2017-02-16 22:00:00+00:00,2017-02-22 22:00:00+00:00,0.7652266,0.7775226504090493,0.7561668427714935,0.7706624543371039,1.36,1628.66,1,15,0
130,AUD_USD,bullish,2017-02-16 22:00:00+00:00,2017-03-01 22:00:00+00:00,0.76645,0.7592429596316694,0.75919489846255,0.77080306092247,-0.99,-1192.05,0,15,0
131,AUD_JPY,bullish,2017-02-16 22:00:00+00:00,2017-03-21 21:00:00+00:00,86.32570799999999,85.20532501996192,85.15112038197968,87.03046057081218,-0.95,-1144.62,0,15,0
132,AUD_JPY,bullish,2017-02-16 22:00:00+00:00,2017-03-21 21:00:00+00:00,86.50753999999999,85.2315488871075,85.15811178326685,87.31719693003988,-0.95,-1134.69,0,15,0
133,USD_CAD,bullish,2017-02-16 22:00:00+00:00,2017-02-22 22:00:00+00:00,1.30718,1.3196239111418784,1.2980175617070289,1.3126774629757827,1.36,1629.77,1,15,0
134,USD_CAD,bullish,2017-02-16 22:00:00+00:00,2017-02-22 22:00:00+00:00,1.30716,1.3194802317746017,1.2980834501565268,1.3126059299060842,1.36,1628.84,1,15,0
135,USD_CAD,bullish,2017-02-16 22:00:00+00:00,2017-03-01 22:00:00+00:00,1.30845,1.3348948000355076,1.2978889126075697,1.3147866524354581,2.5,3004.78,1,15,0
136,EUR_GBP,bullish,2017-02-20 22:00:00+00:00,2017-02-21 22:00:00+00:00,0.84943326,0.8411729772445974,0.8419229772445974,0.8539394296532415,-1.1,-1319.84,0,14,0
137,EUR_GBP,bearish,2017-02-20 22:00:00+00:00,2017-03-02 22:00:00+00:00,0.85144822,0.861662799476082,0.8620825789618899,0.845067604622866,-0.96,-1152.63,0,15,0
138,NZD_CAD,bullish,2017-02-21 22:00:00+00:00,2017-02-28 22:00:00+00:00,0.94065664,0.958852796079317,0.9332989094837605,0.9450712783097438,2.47,2967.68,1,15,0
139,USD_CAD,bullish,2017-02-22 22:00:00+00:00,2017-03-05 22:00:00+00:00,1.30969298,1.3405288790608285,1.2974266114326878,1.3170528011403873,2.51,3016.63,1,14,0
140,USD_CAD,bullish,2017-02-22 22:00:00+00:00,2017-03-09 22:00:00+00:00,1.31068,1.3442368121424315,1.2973569661582791,1.3186738203050326,2.52,3022.45,1,14,0
141,XAU_USD,bullish,2017-02-23 00:00:00+00:00,2017-03-08 00:00:00+00:00,1240.4973813476563,1215.3226387651448,1212.2954233897783,1257.418556122383,-0.89,-1071.19,0,19,0
142,EUR_GBP,bullish,2017-02-23 22:00:00+00:00,2017-03-12 21:00:00+00:00,0.84741,0.8725733792261755,0.837346551756825,0.853448068945905,2.5,3000.57,1,15,0
143,NZD_CAD,bullish,2017-02-23 22:00:00+00:00,2017-02-28 22:00:00+00:00,0.94268,0.9552670030001633,0.9334181923609975,0.9482370845834014,1.36,1630.83,1,15,0
144,EUR_NZD,bearish,2017-02-23 22:00:00+00:00,2017-03-01 22:00:00+00:00,1.4732516,1.4860260244462835,1.4852760244462835,1.46603694533223,-1.06,-1274.85,0,15,0
145,EUR_NZD,bearish,2017-02-23 22:00:00+00:00,2017-03-01 22:00:00+00:00,1.47124,1.4886690720990914,1.4879190720990914,1.4612325567405453,-1.04,-1253.96,0,15,0
